URI	REG_MESO	TR	SEARCH	EN	TYPE	LON	LAT	AR	AR_Alt	AR_Sort	AMBIG	TRUETOP
ABWA_390E232N_S	JaziratArab_RE	al-Abwāʾ	al-Abwa	NA	waystations	39.09484	23.22814	الأبواء	الأبواء	ابواء	0 	0
UFAYIYYA_407E230N_S	JaziratArab_RE	al-Ufayʿiyyaŧ	al-Ufayiyya	NA	waystations	40.75512	23.02816	الأفيعية	الأفيعية	افيعية	0 	0
IMMARA_431E253N_S	JaziratArab_RE	Immaraŧ	Immara	NA	waystations	43.1471	25.37319	إمرة	إمرة	امرة	0 	0
AWTAS_406E217N_S	JaziratArab_RE	Awṭās	Awtas	NA	waystations	40.68003	21.733	أوطاس	أوطاس	اوطاس	0 	0
BADAYAQUB_367E270N_S	JaziratArab_RE	Badāʾ=Yaʿqūb	Bada=Yaqub	NA	waystations	36.74694	27.03413	بداء=يعقوب	بداء=يعقوب	بداء=يعقوب	0 	0
BISHA_426E199N_S	JaziratArab_RE	Bīšaŧ	Bisha	NA	waystations	42.62594	19.93935	بيشة	بيشة	بيشة	0 	0
BAYDA_370E267N_S	JaziratArab_RE	al-Bayḍāʾ	al-Bayda	NA	waystations	37.01435	26.79044	البيضاء	البيضاء	بيضاء	0 	0
TABALA_424E200N_S	JaziratArab_RE	Tabālaŧ	Tabala	NA	waystations	42.41439	20.04558	تبالة	تبالة	تبالة	0 	0
TANIM_397E215N_S	JaziratArab_RE	al-Tanʿīm	al-Tanim	NA	waystations	39.79161	21.53869	التنعيم	التنعيم	تنعيم	0 	0
TUZ_422E267N_S	JaziratArab_RE	Tūz	Tuz	NA	waystations	42.29198	26.71435	توز	توز	توز	0 	0
THUJJA_431E181N_S	JaziratArab_RE	al-Ṯuǧǧaŧ	al-Thujja	NA	waystations	43.19302	18.1711	الثجة	الثجة	ثجة	0 	0
JUDAD_410E217N_S	JaziratArab_RE	al-Ǧudad	al-Judad	NA	waystations	41.07197	21.733	الجدد	الجدد	جدد	0 	0
JADILA_429E240N_S	JaziratArab_RE	Ǧadīlaŧ	Jadila	NA	waystations	42.99135	24.09211	جديلة	جديلة	جديلة	0 	0
JUSADA_427E195N_S	JaziratArab_RE	Ǧusadāʾ	Jusada	NA	waystations	42.71961	19.51994	جسداء	جسداء	جسداء	0 	0
HAJIR_417E259N_S	JaziratArab_RE	al-Ḥāǧir	al-Hajir	NA	waystations	41.75129	25.9691	الحاجر	الحاجر	حاجر	0 	0
HADUTHA_483E285N_S	JaziratArab_RE	al-Ḥadūṯaŧ	al-Hadutha	NA	waystations	48.37368	28.54666	الحدوثة	الحدوثة	حدوثة	0 	0
HAQL_350E292N_S	JaziratArab_RE	al-Ḥaql	al-Haql	NA	waystations	35.03845	29.27449	الحقل	الحقل	حقل	0 	0
HAMAD_506E247N_S	JaziratArab_RE	Ḥamaḍ	Hamad	NA	waystations	50.65214	24.74231	حمض	حمض	حمض	0 	0
DARIN_501E262N_S	JaziratArab_RE	Dārīn	Darin	NA	waystations	50.19373	26.28437	دارين	دارين	دارين	0 	0
DATHINA_419E232N_S	JaziratArab_RE	al-Daṯīnaŧ	al-Dathina|Dafina	NA	waystations	41.92466	23.22544	الدثينة	الدثينة|دفينة	دثينة	0 	0
DHUKHUSHUB_392E247N_S	JaziratArab_RE	Ḏū=Ḫušub	Dhu=Khushub	NA	waystations	39.29172	24.72896	ذو=خشب	ذو=خشب	ذو=خشب	0 	0
RASAYN_380E250N_S	JaziratArab_RE	Raʾs=al-ʿAyn	Ras=al-Ayn	NA	waystations	38.05459	25.06481	رأس=العين	رأس=العين	راس=العين	0 	0
RAMA_434E257N_S	JaziratArab_RE	Rāmaŧ	Rama	NA	waystations	43.4292	25.77608	رامة	رامة	رامة	0 	0
RABADHA_413E246N_S	JaziratArab_RE	Rabaḏaŧ	Rabadha	NA	waystations	41.30169	24.66756	ربذة	ربذة	ربذة	0 	0
RAWHA_392E241N_S	JaziratArab_RE	Rawḥāʾ	Rawha	NA	waystations	39.2976	24.11893	روحاء	روحاء	روحاء	0 	0
RUWAYTHA_392E240N_S	JaziratArab_RE	Ruwayṯaŧ	Ruwaytha	NA	waystations	39.23589	24.01966	رويثة	رويثة	رويثة	0 	0
SAGHB_364E271N_S	JaziratArab_RE	Saġb	Saghb	NA	waystations	36.47366	27.19891	سغب	سغب	سغب	0 	0
SUQYABANUGHIFAR_392E235N_S	JaziratArab_RE	Suqyāʾ=Banū=Ġifār	Suqya=Banu=Ghifar	NA	waystations	39.23295	23.58141	سقياء=بنو=غفار	سقياء=بنو=غفار	سقياء=بنو=غفار	0 	0
SALILA_412E243N_S	JaziratArab_RE	al-Salīlaŧ	al-Salila	NA	waystations	41.22235	24.34402	السليلة	السليلة	سليلة	0 	0
SULAYMA_473E241N_S	JaziratArab_RE	Sulaymaŧ	Sulayma	NA	waystations	47.35509	24.15648	سليمة	سليمة	سليمة	0 	0
SAMIRA_420E264N_S	JaziratArab_RE	Samīrāʾ	Samira	NA	waystations	42.03339	26.41998	سميراء	سميراء	سميراء	0 	0
SAYYALA_393E241N_S	JaziratArab_RE	Sayyālaŧ	Sayyala	NA	waystations	39.35343	24.19669	سيالة	سيالة	سيالة	0 	0
SHUBAYKA_415E224N_S	JaziratArab_RE	al-Šubaykaŧ	al-Shubayka	NA	waystations	41.51032	22.44819	الشبيكة	الشبيكة	شبيكة	0 	0
SHARAFDHUNAML_351E289N_S	JaziratArab_RE	Šaraf=Ḏū=al-Naml	Sharaf=Dhu=al-Naml|Sharaf=al-Bal	NA	waystations	35.19783	28.9426	شرف=ذو=النمل	شرف=ذو=النمل|شرف=البعل	شرف=ذو=النمل	0 	0
SHARURA_434E178N_S	JaziratArab_RE	Šarūraŧ	Sharura	NA	waystations	43.43742	17.85975	شرورة	شرورة	شرورة	0 	0
SAFR_416E208N_S	JaziratArab_RE	Ṣafr	Safr	NA	waystations	41.68929	20.85351	صفر	صفر	صفر	0 	0
SALA_354E278N_S	JaziratArab_RE	al-Ṣalā	al-Sala	NA	waystations	35.41578	27.85039	الصلا	الصلا	صلا	0 	0
DABBA_357E273N_S	JaziratArab_RE	Ḍabbā	Dabba|Zabba	NA	waystations	35.78604	27.3269	ضبا	ضبا|ظبا	ضبا	0 	0
DARIYYA_428E246N_S	JaziratArab_RE	Ḍariyyaŧ	Dariyya	NA	waystations	42.86206	24.64886	ضرية	ضرية	ضرية	0 	0
TIKHFA_430E249N_S	JaziratArab_RE	Ṭiḫfaŧ	Tikhfa	NA	waystations	43.01192	24.95296	طخفة	طخفة	طخفة	0 	0
TARAFA_400E245N_S	JaziratArab_RE	al-Ṭarafaŧ	al-Tarafa|al-Taraf	NA	waystations	40.02342	24.59544	الطرفة	الطرفة|الطرف	طرفة	0 	0
ARFAJA_487E276N_S	JaziratArab_RE	ʿArfaǧaŧ	Arfaja	NA	waystations	48.72446	27.68528	عرفجة	عرفجة	عرفجة	0 	0
USFAN_394E218N_S	JaziratArab_RE	ʿUsfān	Usfan	NA	waystations	39.46144	21.88079	عسفان	عسفان	عسفان	0 	0
UMAQ_409E240N_S	JaziratArab_RE	al-ʿUmaq	al-Umaq	NA	waystations	40.99902	24.01161	العمق	العمق	عمق	0 	0
AWSAJA_440E259N_S	JaziratArab_RE	al-ʿAwsaǧaŧ	al-Awsaja	NA	waystations	44.07861	25.98495	العوسجة	العوسجة	عوسجة	0 	0
AYNUNA_351E281N_S	JaziratArab_RE	ʿAynūnaŧ	Aynuna	NA	waystations	35.19783	28.1703	عينونة	عينونة	عينونة	0 	0
GHAMRA_408E218N_S	JaziratArab_RE	al-Ġamraŧ	al-Ghamra	NA	waystations	40.84007	21.89675	الغمرة	الغمرة	غمرة	0 	0
FUTUQ_412E214N_S	JaziratArab_RE	al-Futuq	al-Futuq	NA	waystations	41.28101	21.44752	الفتق	الفتق	فتق	0 	0
FALJA_424E235N_S	JaziratArab_RE	al-Falǧaŧ	al-Falja	NA	waystations	42.45066	23.54101	الفلجة	الفلجة	فلجة	0 	0
QARA_468E274N_S	JaziratArab_RE	al-Qarʿaŧ	al-Qara	NA	waystations	46.88787	27.45084	القرعة	القرعة	قرعة	0 	0
QURA_495E269N_S	JaziratArab_RE	al-Qurá	al-Qura	NA	waystations	49.50023	26.90449	القرى	القرى	قرى	0 	0
QANAWNA_411E191N_S	JaziratArab_RE	Qanawnaŧ	Qanawna	NA	waystations	41.15761	19.12337	قنونة	قنونة	قنونة	0 	0
KAZIMA_479E292N_S	JaziratArab_RE	Kāẓimaŧ	Kazima	NA	waystations	47.92209	29.29998	كاظمة	كاظمة	كاظمة	0 	0
KUTHBA_429E184N_S	JaziratArab_RE	Kuṯbaŧ	Kuthba|Kuthna	NA	waystations	42.98036	18.48351	كثبة	كثبة|كثنة	كثبة	0 	0
KUDAYY_418E205N_S	JaziratArab_RE	Kudayy	Kudayy	NA	waystations	41.8722	20.55409	كدي	كدي	كدي	0 	0
LITH_403E201N_S	JaziratArab_RE	al-Līṯ	al-Lith	NA	waystations	40.33707	20.18053	الليث	الليث	ليث	0 	0
MADYANSHUAYB_350E284N_S	JaziratArab_RE	Madyan=Šuʿayb	Madyan=Shuayb	NA	waystations	35.07298	28.47663	مدين=شعيب	مدين=شعيب	مدين=شعيب	0 	0
MISLAH_407E224N_S	JaziratArab_RE	al-Mislaḥ	al-Mislah	NA	waystations	40.79626	22.44276	المسلح	المسلح	مسلح	0 	0
MUSAYLIHA_499E261N_S	JaziratArab_RE	Musayliḥaŧ	Musayliha	NA	waystations	49.98216	26.18157	مسيلحة	مسيلحة	مسيلحة	0 	0
MADINNAQIRA_415E255N_S	JaziratArab_RE	Maʿdin=al-Naqiraŧ	Madin=al-Naqira	NA	waystations	41.52796	25.5536	معدن=النقرة	معدن=النقرة	معدن=النقرة	0 	0
MUGHITHAMAWAN_414E250N_S	JaziratArab_RE	Muġīṯaŧ=al-Māwān	Mughitha=al-Mawan|al-Mughitha	NA	waystations	41.4016	25.00091	مغيثة=الماوان	مغيثة=الماوان|المغيثة	مغيثة=الماوان	0 	0
MALAL_394E242N_S	JaziratArab_RE	Malal	Malal	NA	waystations	39.45628	24.29047	ملل	ملل	ملل	0 	0
NABK_362E267N_S	JaziratArab_RE	al-Nabk	al-Nabk	NA	waystations	36.24739	26.71435	النبك	النبك	نبك	0 	0
WAJRA_409E220N_S	JaziratArab_RE	al-Waǧraŧ	al-Wajra	NA	waystations	40.98726	22.03204	الوجرة	الوجرة	وجرة	0 	0
WAJH_365E262N_S	JaziratArab_RE	al-Waǧh	al-Wajh	NA	waystations	36.5001	26.29359	الوجه	الوجه	وجه	0 	0
YABAMBAM_428E188N_S	JaziratArab_RE	Yabambam	Yabambam|Yabanbam	NA	waystations	42.82847	18.87682	يبمبم	يبمبم|يبنبم	يبمبم	0 	0
YALAMLAM_400E208N_S	JaziratArab_RE	Yalamlam	Yalamlam	NA	waystations	40.08231	20.84741	يلملم	يلملم	يلملم	0 	0
ISBAHAN_516E326N_S	Jibal_RE	Iṣbahān	Isbahan|Isfahan|al-Yahudiyya	NA	capitals	51.65	32.66855	إصبهان	إصبهان|إصفهان|اليهودية	اصبهان	0 	1
BURUJIRD_488E339N_S	Jibal_RE	Burūǧird	Burujird	NA	capitals	48.8094	33.90164	بروجرد	بروجرد	بروجرد	0 	1
DINAWAR_474E346N_S	Jibal_RE	Dīnawar	Dinawar|Mah=al-Kufa	NA	capitals	47.49055	34.60195	دينور	دينور|ماه=الكوفة	دينور	0 	0
RAYY_515E356N_S	Jibal_RE	al-Rayy	al-Rayy	NA	capitals	51.50831	35.62754	الري	الري	ري	0 	0
SARUQ_495E343N_S	Jibal_RE	Sārūq	Saruq	NA	capitals	49.55519	34.36011	ساروق	ساروق	ساروق	0 	0
SAYMARA_474E331N_S	Jibal_RE	al-Ṣaymaraŧ	al-Saymara	NA	capitals	47.40829	33.14964	الصيمرة	الصيمرة	صيمرة	0 	0
QASHAN_515E339N_S	Jibal_RE	Qāšān	Qashan	NA	capitals	51.50468	33.96762	قاشان	قاشان	قاشان	0 	0
QUMM_509E346N_S	Jibal_RE	Qumm	Qumm	NA	capitals	50.90695	34.63354	قم	قم	قم	0 	0
KARAJ_495E338N_S	Jibal_RE	al-Karaǧ	al-Karaj|Karaj=Abu=Dulaf	NA	capitals	49.54697	33.88116	الكرج	الكرج|كرج=أبو=دلف	كرج	0 	0
NIHAWAND_483E342N_S	Jibal_RE	Nihāwand	Nihawand|Mah=al-Basra	NA	capitals	48.39263	34.21512	نهاوند	نهاوند|ماه=البصرة	نهاوند	0 	0
Jibal_RE	Jibal_RE	al-Ǧibāl	al-Jibal	NA	MESO	48.449707	35.607292	الجبال	الجبال	جبال	0 	0
HAMADHAN_485E347N_S	Jibal_RE	Hamaḏān	Hamadhan	NA	metropoles	48.57908	34.77554	همذان	همذان	همذان	0 	0
ISBAHAN_516E326N_R	Jibal_RE	Iṣbahān	Isbahan|Isfahan	NA	regions	51.65	32.66855	إصبهان	إصبهان|إصفهان	اصبهان	0 	1
BURKHUWAR_516E327N_R	Jibal_RE	Burḫuwār	Burkhuwar	NA	regions	51.67468	32.78618	برخوار	برخوار	برخوار	0 	0
DUMMAWAND_520E357N_R	Jibal_RE	Dummāwand	Dummawand	NA	regions	52.07774	35.75607	دماوند	دماوند	دماوند	0 	1
TABRISH_500E347N_R	Jibal_RE	Ṭabrīš	Tabrish	NA	regions	50.09809	34.71922	طبريش	طبريش	طبريش	0 	1
FARAHAN_497E342N_R	Jibal_RE	Farāhān	Farahan	NA	regions	49.75261	34.25592	فراهان	فراهان	فراهان	0 	0
QASHAN_515E339N_R	Jibal_RE	Qāšān	Qashan	NA	regions	51.50468	33.96762	قاشان	قاشان	قاشان	0 	0
QUMM_509E346N_R	Jibal_RE	Qumm	Qumm	NA	regions	50.90695	34.63354	قم	قم	قم	0 	0
KARAJ_495E338N_R	Jibal_RE	al-Karaǧ	al-Karaj|Karaj=Abu=Dulaf	NA	regions	49.54697	33.88116	الكرج	الكرج|كرج=أبو=دلف	كرج	0 	0
KARWAN_517E324N_R	Jibal_RE	Karwān	Karwan	NA	regions	51.72677	32.40272	كروان	كروان	كروان	0 	0
MASABADHAN_469E335N_R	Jibal_RE	Māsabaḏān	Masabadhan	NA	regions	46.92023	33.58473	ماسبذان	ماسبذان	ماسبذان	0 	0
MIHRJANQADHAQ_475E332N_R	Jibal_RE	Mihrǧānqaḏaq	Mihrjanqadhaq	NA	regions	47.52071	33.20013	مهرجانقذق	مهرجانقذق	مهرجانقذق	0 	0
HAMADHAN_485E347N_R	Jibal_RE	Hamaḏān	Hamadhan	NA	regions	48.57908	34.77554	همذان	همذان	همذان	0 	0
DIZA_516E353N_O	Jibal_RE	Dizā	Diza|Dizah|Waramin	NA	sites	51.65	35.3031	دزا	دزا|دزه|ورمين	دزا	0 	0
ABHAR_492E361N_S	Jibal_RE	Abhar	Abhar	NA	towns	49.23473	36.15722	أبهر	أبهر	ابهر	0 	0
ARDISTAN_523E333N_S	Jibal_RE	Ardistān	Ardistan	NA	towns	52.36669	33.37701	أردستان	أردستان	اردستان	0 	0
ASADABADH_481E348N_S	Jibal_RE	Asadābāḏ	Asadabadh	NA	towns	48.15134	34.80031	أسداباذ	أسداباذ	اسداباذ	0 	0
AWA_505E346N_S	Jibal_RE	Āwaŧ	Awa	NA	towns	50.54227	34.68541	آوة	آوة	اوة	0 	0
BURJ_496E333N_S	Jibal_RE	al-Burǧ	al-Burj	NA	towns	49.64019	33.39951	البرج	البرج	برج	0 	0
BUSTA_497E351N_S	Jibal_RE	Būstaŧ	Busta	NA	towns	49.74164	35.13286	بوستة	بوستة	بوستة	0 	0
KHANLANJAN_515E324N_S	Jibal_RE	Ḫān=Lanǧān	Khan=Lanjan|Khalanjan|Khulanjan	NA	towns	51.56268	32.40331	خان=لنجان	خان=لنجان|خلنجان|خولنجان	خان=لنجان	0 	0
RAMAN_486E342N_S	Jibal_RE	Rāman	Raman	NA	towns	48.65585	34.25819	رامن	رامن	رامن	0 	0
RUDHRAWAR_483E346N_S	Jibal_RE	Ruḏrāwar	Rudhrawar	NA	towns	48.39263	34.62225	رذراور	رذراور	رذراور	0 	0
RUWAYDASHT_527E324N_S	Jibal_RE	Ruwaydašt	Ruwaydasht	NA	towns	52.7166	32.43743	رويدشت	رويدشت	رويدشت	0 	0
SAWA_504E349N_S	Jibal_RE	Sāwaŧ	Sawa	NA	towns	50.42711	34.97799	ساوة	ساوة	ساوة	0 	0
SUHRAWARD_486E364N_S	Jibal_RE	Suhraward	Suhraward	NA	towns	48.63061	36.45828	سهرورد	سهرورد	سهرورد	0 	1
SIRAWAN_468E335N_S	Jibal_RE	al-Sīrawān	al-Sirawan|al-Shirawan	NA	towns	46.86539	33.52303	السيروان	السيروان|الشيراوان	سيروان	0 	0
SISAR_469E353N_S	Jibal_RE	Sīsar	Sisar	NA	towns	46.98439	35.31623	سيسر	سيسر	سيسر	0 	0
SHAHRAZUR_460E352N_R	Jibal_RE	Šahrazūr	Shahrazur	NA	towns	46.01676	35.25767	شهرزور	شهرزور	شهرزور	0 	1
TAZAR_464E341N_S	Jibal_RE	al-Ṭazar	al-Tazar	NA	towns	46.4404	34.16749	الطزر	الطزر	طزر	0 	0
QARMASIN_470E343N_S	Jibal_RE	Qarmāsīn	Qarmasin|Qarmisin	NA	towns	47.09845	34.32388	قرماسين	قرماسين|قرميسين	قرماسين	0 	0
QAZWIN_500E362N_S	Jibal_RE	Qazwīn	Qazwin	NA	towns	50.0011	36.27854	قزوين	قزوين	قزوين	0 	1
QASRLUSUS_479E344N_S	Jibal_RE	Qaṣr=al-Luṣūṣ	Qasr=al-Lusus	NA	towns	47.90457	34.4958	قصر=اللصوص	قصر=اللصوص	قصر=اللصوص	0 	0
DARNAWA_487E348N_S	Jibal_RE	Darnawá	Darnawa	NA	villages	48.73262	34.84758	درنوى	درنوى	درنوى	0 	0
RUDHA_497E351N_S	Jibal_RE	Rūḏaŧ	Rudha	NA	villages	49.791	35.10371	روذة	روذة	روذة	0 	0
SABURKHASHT_483E334N_S	Jibal_RE	Sābūrḫāšt	Saburkhasht|Saburkhuwasht	NA	villages	48.36521	33.49102	سابورخاشت	سابورخاشت|سابورخواشت	سابورخاشت	0 	0
LASHTAR_482E338N_S	Jibal_RE	Lāštar	Lashtar	NA	villages	48.25553	33.8675	لاشتر	لاشتر	لاشتر	0 	0
NAHRZANDARUDH_519E324N_W	Jibal_RE	Nahr=Zandarūḏ	Nahr=Zandarudh|al-Zarinrudh|Zaranrudh	NA	waters	51.91596	32.45826	نهر=زندروذ	نهر=زندروذ|الزرينروذ|زرنروذ	نهر=زندروذ	0 	0
ABTIA_500E336N_S	Jibal_RE	Abtiʿaŧ	Abtia	NA	waystations	50.05422	33.62812	أبتعة	أبتعة	ابتعة	0 	0
ASBIDHDASHT_511E321N_S	Jibal_RE	Asbīḏ=Dašt	Asbidh=Dasht	NA	waystations	51.18532	32.13467	أسبيذ=دشت	أسبيذ=دشت	اسبيذ=دشت	0 	0
UDH_492E355N_S	Jibal_RE	Ūḏ	Udh	NA	waystations	49.25084	35.59348	أوذ	أوذ	اوذ	0 	0
BADH_520E335N_S	Jibal_RE	Bāḏ	Badh	NA	waystations	52.01467	33.5596	باذ	باذ	باذ	0 	0
BARISIYAN_487E352N_S	Jibal_RE	Bārisiyān	Barisiyan	NA	waystations	48.71891	35.29415	بارسيان	بارسيان	بارسيان	0 	0
BUZANJIRD_489E349N_S	Jibal_RE	Būzanǧird	Buzanjird	NA	waystations	48.98488	34.95777	بوزنجرد	بوزنجرد	بوزنجرد	0 	0
BISUTUN_474E343N_S	Jibal_RE	Bīsutūn	Bisutun|Bihsutun	NA	waystations	47.47958	34.37821	بيستون	بيستون|بهستون	بيستون	0 	0
JARBADHAQAN_502E333N_S	Jibal_RE	Ǧarbāḏaqān	Jarbadhaqan|Julbayjan	NA	waystations	50.29276	33.3812	جرباذقان	جرباذقان|جلبيجان	جرباذقان	0 	0
JURAB_489E342N_S	Jibal_RE	Ǧūrāb	Jurab	NA	waystations	48.90536	34.21059	جوراب	جوراب	جوراب	0 	0
KHANRUSH_517E322N_S	Jibal_RE	Ḫān=Ruš	Khan=Rush	NA	waystations	51.79877	32.23981	خان=رش	خان=رش	خان=رش	0 	0
KHUNAJAN_502E331N_S	Jibal_RE	Ḫunaǧān	Khunajan	NA	waystations	50.28728	33.18407	خنجان	خنجان	خنجان	0 	0
KHUNDAB_492E344N_S	Jibal_RE	Ḫundāb	Khundab	NA	waystations	49.27004	34.41215	خنداب	خنداب	خنداب	0 	0
DARAQAN_487E334N_S	Jibal_RE	Dāraqān	Daraqan	NA	waystations	48.7573	33.44757	دارقان	دارقان	دارقان	0 	0
DARWADH_501E350N_S	Jibal_RE	Darwāḏ	Darwadh	NA	waystations	50.19954	35.00944	درواذ	درواذ	درواذ	0 	0
RAKAH_485E344N_S	Jibal_RE	Rākāh	Rakah	NA	waystations	48.54618	34.42798	راكاه	راكاه	راكاه	0 	0
RIBATWAZZ_517E330N_S	Jibal_RE	Ribāṭ=Wazz	Ribat=Wazz	NA	waystations	51.77613	33.08075	رباط=وز	رباط=وز	رباط=وز	0 	0
ZUBAYDIYYA_468E342N_S	Jibal_RE	al-Zubaydiyyaŧ	al-Zubaydiyya	NA	waystations	46.85168	34.23099	الزبيدية	الزبيدية	زبيدية	0 	0
ZUBAYDIYYA_469E344N_S	Jibal_RE	al-Zubaydiyyaŧ	al-Zubaydiyya	NA	waystations	46.93427	34.43457	الزبيدية	الزبيدية	زبيدية	0 	0
ZARRA_492E350N_S	Jibal_RE	Zarraŧ	Zarra	NA	waystations	49.23165	35.06556	زرة	زرة	زرة	0 	0
ZAFARANIYYA_484E348N_S	Jibal_RE	Zaʿfaraniyyaŧ	Zafaraniyya	NA	waystations	48.42279	34.83858	زعفرنية	زعفرنية	زعفرنية	0 	0
SUSANQIN_500E350N_S	Jibal_RE	Sūsanqīn	Susanqin|Susnaqin|Sunaqin	NA	waystations	50.02954	35.0274	سوسنقين	سوسنقين|سوسنقين|سونقين	سوسنقين	0 	0
TARQ_518E333N_S	Jibal_RE	Ṭarq	Tarq	NA	waystations	51.81177	33.32165	طرق	طرق	طرق	0 	0
TAZRA_493E351N_S	Jibal_RE	Ṭazraŧ	Tazra	NA	waystations	49.39342	35.12165	طزرة	طزرة	طزرة	0 	0
QARYAMAJUS_511E344N_S	Jibal_RE	Qaryaŧ=al-Maǧūs	Qarya=al-Majus	NA	waystations	51.11259	34.44607	قرية=المجوس	قرية=المجوس	قرية=المجوس	0 	0
QUSTANA_510E354N_S	Jibal_RE	Qusṭānaŧ	Qustana	NA	waystations	51.03856	35.41491	قسطانة	قسطانة	قسطانة	0 	0
QANTARANUMAN_476E344N_S	Jibal_RE	Qanṭaraŧ=al-Nuʿmān	Qantara=al-Numan	NA	waystations	47.65232	34.46868	قنطرة=النعمان	قنطرة=النعمان	قنطرة=النعمان	0 	0
QANUWAN_506E332N_S	Jibal_RE	Qanūwān	Qanuwan	NA	waystations	50.65469	33.23683	قنووان	قنووان	قنووان	0 	0
MADHARWISTAN_460E344N_S	Jibal_RE	Māḏarwistān	Madharwistan	NA	waystations	46.04283	34.43477	ماذروستان	ماذروستان	ماذروستان	0 	0
MARJ_462E343N_S	Jibal_RE	al-Marǧ	al-Marj|Marj=al-Qala	NA	waystations	46.22379	34.30577	المرج	المرج|مرج=القلعة	مرج	0 	0
MARJWA-ZAHR_509E330N_S	Jibal_RE	Marǧ=wa-Zahr	Marj=wa-Zahr	NA	waystations	50.95356	33.08994	مرج=وزهر	مرج=وزهر	مرج=وزهر	0 	0
MASHKUYA_507E353N_S	Jibal_RE	Maškūyaŧ	Mashkuya	NA	waystations	50.77259	35.30758	مشكوية	مشكوية	مشكوية	0 	0
MASDAQAN_498E350N_S	Jibal_RE	Maṣdaqān	Masdaqan	NA	waystations	49.85406	35.06107	مصدقان	مصدقان	مصدقان	0 	0
NA	Jilan=&=al-Daylam	?	NA	NA	locMan	50.38823	36.39373	الطالقان	الطالقان	طالقان	0 	0
ITIL_480E462N_S	Khazar_RE	Itil	Itil|Atil	NA	capitals	48.0869	46.2788	إتل	إتل|أتل	اتل	0 	0
Khazar_RE	Khazar_RE	al-Ḫazar	Khazar	NA	MESO	47.51198	42.90467	NA	NA	NA	0 	0
ARTHA_422E557N_R	Khazar_RE	al-Arṯā	al-Artha|al-Arthaniyya	NA	regions	42.25518	55.73456	الأرثا	الأرثا|الأرثانية	ارثا	0 	0
BAJANAK_408E486N_R	Khazar_RE	al-Baǧānāk	al-Bajanak|al-Bajanakiyya	NA	regions	40.8946	48.61696	البجاناك	البجاناك|البجاناكية	بجاناك	0 	0
BAJANAK_499E492N_R	Khazar_RE	al-Baǧānāk	al-Bajanak|al-Bajanakiyya	NA	regions	49.92897	49.24133	البجاناك	البجاناك|البجاناكية	بجاناك	0 	0
BURTAS_466E526N_R	Khazar_RE	Burṭās	Burtas	NA	regions	46.64374	52.68645	برطاس	برطاس	برطاس	0 	0
BASHJIRT_541E500N_R	Khazar_RE	Bašǧirt	Bashjirt|Basjird	NA	regions	54.16457	50.04287	بشجرت	بشجرت|بسجرد	بشجرت	0 	0
BULGHAR_484E541N_R	Khazar_RE	Bulġār	Bulghar	NA	regions	48.40369	54.1546	بلغار	بلغار	بلغار	0 	0
JAZIRASIYAHKUH_509E443N_R	Khazar_RE	Ǧazīraŧ=Siyāh=Kūh	Jazira=Siyah=Kuh	NA	regions	50.92627	44.33997	جزيرة=سياه=كوه	جزيرة=سياه=كوه	جزيرة=سياه=كوه	0 	0
KHAZAR_475E474N_R	Khazar_RE	al-Ḫazar	al-Khazar	NA	regions	47.55892	47.42616	الخزر	الخزر	خزر	0 	0
SARIR_446E422N_R	Khazar_RE	al-Sarīr	al-Sarir	NA	regions	44.66088	42.2133	السرير	السرير	سرير	0 	0
BULGHAR_492E548N_S	Khazar_RE	Bulġār	Bulghar	NA	towns	49.25044	54.86714	بلغار	بلغار	بلغار	0 	0
BALANJAR_464E432N_S	Khazar_RE	Balanǧar	Balanjar	NA	towns	46.42082	43.28166	بلنجر	بلنجر	بلنجر	0 	0
SAMANDAR_475E429N_S	Khazar_RE	Samandar	Samandar	NA	towns	47.51198	42.90467	سمندر	سمندر	سمندر	0 	0
SUWAR_499E544N_S	Khazar_RE	Suwār	Suwar	NA	towns	49.96347	54.45304	سوار	سوار	سوار	0 	0
BAHRKHAZAR_501E425N_W	Khazar_RE	Baḥr=al-Ḫazar	Bahr=al-Khazar	NA	waters	50.10497	42.55994	بحر=الخزر	بحر=الخزر	بحر=الخزر	0 	0
NAHRITIL_451E492N_W	Khazar_RE	Nahr=Itil	Nahr=Itil	NA	waters	45.13019	49.20301	نهر=إتل	نهر=إتل	نهر=اتل	0 	0
NA	Khurasan	NA	NA	NA	loc	59.638939	36.41747	الطابران	الطابران	طابران	0 	0
NA	Khurasan	?	NA	NA	locMan	64.879761	36.351412	الطالقان	الطالقان	طالقان	0 	1
AZADHWAR_565E366N_S	Khurasan_RE	Azāḏwār	Azadhwar	NA	capitals	56.59926	36.68546	أزاذوار	أزاذوار	ازاذوار	0 	1
ASFUZAR_621E332N_S	Khurasan_RE	al-Asfuzār	al-Asfuzar	NA	capitals	62.12974	33.24402	الأسفزار	الأسفزار	اسفزار	0 	0
BAMIYAN_678E348N_S	Khurasan_RE	al-Bāmiyān	al-Bamiyan	NA	capitals	67.80206	34.84737	الباميان	الباميان	باميان	0 	0
BALKH_668E367N_S	Khurasan_RE	Balḫ	Balkh	NA	capitals	66.88305	36.78497	بلخ	بلخ	بلخ	0 	0
